Name,Price,Producer,MPN,EAN,Length(mm),Slots,8-Pin Connectors,6-Pin Connectors,HDMI,DisplayPort,DVI,VGA,Boost Clock(MHz),Vram(GB),Memory Clock(MHz),TDP(W)
ASUS GeForce GTX 1650 Phoenix,,ASUS,90YV0EZ1-M0NA00,4.72E+12,178,2,0,0,1,1,1,0,1759,4,12000,75
"ASUS GeForce GTX 1650 Phoenix O4G, 4096 MB GDDR5",$187.86 USD,ASUS,90YV0CV0-M0NA00,4.72E+12,190,2,0,0,1,1,1,0,1710,4,8000,75
"ASUS GeForce GTX 1650 ROG STRIX A4G, 4096 MB GDDR5",,ASUS,90YV0CX0-M0NA00,4.72E+12,242,2,0,0,1,1,0,0,1710,4,8000,75
"ASUS GeForce GTX 1650 ROG STRIX O4G, 4096 MB GDDR5",,ASUS,90YV0CX1-M0NA00,4.72E+12,242,2,0,0,1,1,0,0,1860,4,8000,75
ASUS GeForce GTX 1650 Super,,ASUS,90YV0E40-M0NA00,4.72E+12,174,2,0,1,1,1,1,0,1770,4,12000,100
ASUS GeForce GTX 1650 Super Advanced ROG Strix A,,ASUS,90YV0E11-M0NA00,4.72E+12,243,2.5,0,1,2,2,0,0,1740,4,12000,100
ASUS GeForce GTX 1650 Super Phoenix,,ASUS,90YV0E41-M0NA00,4.72E+12,174,2,0,1,1,1,1,0,1725,4,12000,100
ASUS GeForce GTX 1650 Super ROG Strix,,ASUS,90YV0E10-M0NA00,4.72E+12,243,2.5,0,1,2,2,0,0,1785,4,12002,100
ASUS GeForce GTX 1650 Super TUF,,ASUS,90YV0E43-M0NA00,4.72E+12,206,2.5,0,1,1,1,1,0,1725,4,12000,100
ASUS GeForce GTX 1650 Super TUF O4G Gaming,,ASUS,90YV0E42-M0NA00,4.72E+12,206,2.5,0,1,1,1,1,0,1770,4,12000,100
ASUS GeForce GTX 1650 TUF,,ASUS,90YV0EZ2-M0NA00,4.72E+12,206,2.3,0,1,1,1,1,0,1755,4,12000,75
ASUS GeForce GTX 1650 TUF 4GD,,ASUS,90YV0EH1-M0NA00,4.72E+12,204.5,2.5,0,0,1,1,1,0,1590,4,12000,75
ASUS GeForce GTX 1650 TUF O4GD,,ASUS,90YV0EH0-M0NA00,4.72E+12,204.5,2.5,0,0,1,1,1,0,1650,4,12000,75
ASUS GeForce GTX 1660 Dual 6G Evo,,ASUS,90YV0D14-M0NA00,4.72E+12,242,2.75,1,0,1,1,1,0,1845,6,8000,120
ASUS GeForce GTX 1660 Dual O6G Evo,,ASUS,90YV0D11-M0NA00,4.72E+12,242,2.75,1,0,1,1,1,0,1845,6,8000,120
ASUS GeForce GTX 1660 Phoenix,,ASUS,90YV0CU0-M0NA00,4.72E+12,174,2,1,0,1,1,1,0,1759,6,8000,120
ASUS GeForce GTX 1660 Super Dual O6G Evo,$255.84 USD,ASUS,90YV0DS3-M0NA00,4.72E+12,242,2.75,1,0,1,1,1,0,1759,6,14002,125
ASUS GeForce GTX 1660 Super Mini,,ASUS,90YV0DT4-M0NA00,4.72E+12,197,2,1,0,1,1,1,0,1860,6,14000,120
ASUS GeForce GTX 1660 Super Phoenix,$285.78 USD,ASUS,90YV0DT0-M0NA00,4.72E+12,174,2,1,0,1,1,1,0,1759,6,14002,125
ASUS GeForce GTX 1660 Super ROG Strix,,ASUS,90YV0DW0-M0NA00,4.72E+12,243,2.5,1,0,2,2,0,0,1875,6,14002,125
ASUS GeForce GTX 1660 Super ROG Strix A,,ASUS,90YV0DW1-M0NA00,4.72E+12,243,2.5,1,0,2,2,0,0,1875,6,14002,125
ASUS GeForce GTX 1660 Super TUF,,ASUS,90YV0DS0-M0NA00,4.72E+12,264,2.75,1,0,1,1,1,0,1759,6,14002,125
ASUS GeForce GTX 1660 Super TUF O6G Gaming,$289.41 USD,ASUS,90YV0DT2-MTNA00,4.72E+12,206,2.5,1,0,1,1,1,0,1815,6,14002,125
ASUS GeForce GTX 1660 Ti Dual O6G,$299.08 USD,ASUS,90YV0CT2-M0NA00,4.72E+12,215,2.5,1,0,1,1,1,0,1800,6,12000,120
ASUS GeForce GTX 1660 Ti Phoenix O6G,,ASUS,90YV0CT0-M0NA00,4.72E+12,174,2,1,0,1,1,1,0,1785,6,12000,120
ASUS GeForce GTX 1660 Ti ROG STRIX O6G,,ASUS,90YV0CQ0-M0NA00,4.72E+12,301,2.5,1,0,1,1,0,0,1860,6,12000,120
ASUS GeForce GTX 1660 Ti TUF 6G Evo,,ASUS,90YV0CT8-M0NA00,4.71E+12,206,2,1,0,2,1,1,0,1800,6,12000,130
ASUS GeForce GTX 1660 Ti TUF O6G Evo,,ASUS,90YV0CT7-M0NA00,4.71E+12,206,2,1,0,2,1,0,0,1845,6,12000,130
ASUS GeForce GTX 1660 TUF,,ASUS,90YV0CU2-M0NA00,4.72E+12,205,3,1,0,1,1,1,0,1759,6,8000,120
ASUS GeForce GTX 1660 TUF X3,,ASUS,90YV0D15-M0NA00,4.72E+12,264,2.75,1,0,1,1,1,0,1860,6,8000,120
ASUS GeForce GTX 1660 TUF X3 A,,ASUS,90YV0D16-M0NA00,4.72E+12,264,2.75,1,0,1,1,1,0,1800,6,8000,120
Asus GeForce GTX 660 Ti,,ASUS,TI-DC2O-2GD5,7.12E+12,272,2,0,2,1,1,1,1,1046,2,6008,150
ASUS GeForce GTX 750 Ti STRIX OC,,ASUS,90YV06W0-M0NA00,4.72E+12,196,2,0,0,1,1,0,1,1202,2,2700,60
ASUS GeForce RTX 2060 Dual 6G EVO,,ASUS,90YV0CH4-M0NA00,4.72E+12,242,2.75,1,0,2,1,1,0,1680,6,14000,160
ASUS GeForce RTX 2060 Dual A6G,,ASUS,90YV0CM2-M0NA00,4.72E+12,270,2,1,0,2,1,1,0,1710,6,14000,160
ASUS GeForce RTX 2060 Dual A6G EVO,,ASUS,90YV0CH3-M0NA00,4.72E+12,242,2.5,1,0,2,1,1,0,1695,6,14000,160
ASUS GeForce RTX 2060 Dual Mini,,ASUS,90YV0CJ5-M0NA00,4.72E+12,197,2,1,0,1,1,1,0,1755,6,14000,160
ASUS GeForce RTX 2060 Dual O6G EVO,$224.13 USD,ASUS,90YV0CH2-M0NA00,4.72E+12,242,2.5,1,0,2,1,1,0,1755,6,14000,160
ASUS GeForce RTX 2060 Phoenix 6G,,ASUS,90YV0CJ0-M0NA00,4.72E+12,177,2,1,0,2,1,1,0,1680,6,14000,160
ASUS GeForce RTX 2060 ROG STRIX 6G,,ASUS,90YV0CI2-M0NA00,4.72E+12,300,3,1,1,2,2,0,0,1680,6,14000,160
ASUS GeForce RTX 2060 ROG Strix 6G Evo,,ASUS,90YV0D22-M0NA00,4.72E+12,302,2.5,1,0,2,2,0,0,7000,6,14000,500
ASUS GeForce RTX 2060 ROG STRIX A6G,,ASUS,90YV0CI1-M0NA00,4.72E+12,300,3,1,1,2,2,0,0,1710,6,14000,190
ASUS GeForce RTX 2060 ROG Strix A6G Evo,,ASUS,90YV0D21-M0NA00,4.72E+12,302,2.5,1,0,2,2,0,0,7000,6,14000,500
ASUS GeForce RTX 2060 ROG STRIX O6G,,ASUS,90YV0CI0-M0NA00,4.72E+12,300,3,1,1,2,2,0,0,1860,6,14000,160
ASUS GeForce RTX 2060 ROG Strix O6G Evo,,ASUS,90YV0D20-M0NA00,4.72E+12,302,2.5,1,0,2,2,0,0,7000,6,14000,500
ASUS GeForce RTX 2060 Super 8G Evo V,,ASUS,90YV0DZ2-M0NA00,4.72E+12,242,2.5,1,0,1,1,1,0,1650,8,14000,175
ASUS GeForce RTX 2060 Super Dual 8G EVO,,ASUS,90YV0DF2-M0NA00,4.72E+12,267,2.75,1,0,1,1,1,0,1650,8,14000,175
ASUS GeForce RTX 2060 Super Dual A8G EVO,,ASUS,90YV0DF3-M0NA00,4.72E+12,267,2.75,1,0,1,1,1,0,1665,8,14000,175
ASUS GeForce RTX 2060 Super Dual A8G EVO V,,ASUS,90YV0DZ1-M0NA00,4.72E+12,242,2.5,1,0,2,2,1,0,1665,8,14000,175
ASUS GeForce RTX 2060 Super Dual O8G EVO,,ASUS,90YV0DF0-M0NA00,4.72E+12,267,2.75,1,0,1,1,1,0,1695,8,14000,175
ASUS GeForce RTX 2060 Super Dual O8G EVO V,,ASUS,90YV0DZ0-M0NA00,4.72E+12,300.5,2.5,1,0,2,2,1,0,1695,8,14000,175
ASUS GeForce RTX 2060 Super ROG Strix 8G EVO,,ASUS,90YV0DQ2-M0NA00,4.72E+12,300.5,2.5,1,1,2,2,0,0,1650,8,14000,175
ASUS GeForce RTX 2060 Super ROG Strix 8G Gaming,,ASUS,90YV0DG2-M0NA00,4.72E+12,301,2.5,1,1,1,1,0,0,1650,8,14000,175
ASUS GeForce RTX 2060 Super ROG Strix A8G EVO,,ASUS,90YV0DQ1-M0NA00,4.72E+12,300.5,2.5,1,1,2,2,0,0,1680,8,14000,175
ASUS GeForce RTX 2060 Super ROG Strix A8G Gaming,,ASUS,90YV0DG1-M0NA00,4.72E+12,301,2.5,1,1,1,1,0,0,1680,8,14000,175
ASUS GeForce RTX 2060 Super ROG Strix O8G EVO,,ASUS,90YV0DQ0-M0NA00,4.72E+12,300.5,2.5,1,0,2,2,0,0,1830,8,14000,175
ASUS GeForce RTX 2060 Super ROG Strix O8G Gaming,,ASUS,90YV0DG0-M0NA00,4.72E+12,301,2.75,1,1,1,1,0,0,1830,8,14000,175
ASUS GeForce RTX 2060 Super Turbo 8G EVO,,ASUS,90YV0DF1-M0NA00,4.72E+12,268,2,1,0,2,2,0,0,1650,8,14000,175
ASUS GeForce RTX 2060 TUF,,ASUS,90YV0CJ2-M0NA00,4.72E+12,204,2,1,0,2,1,1,0,1710,6,14000,160
ASUS GeForce RTX 2060 Turbo 6G,,ASUS,90YV0CM0-M0NA00,4.72E+12,268,2,1,0,2,2,0,0,1680,6,14000,160
ASUS GeForce RTX 2070 Dual 8G EVO,,ASUS,90YV0CN0-M0NA00,4.72E+12,267,2.75,1,0,2,2,1,0,1620,8,14000,175
ASUS GeForce RTX 2070 Dual 8G Evo V,,ASUS,90YV0E51-M0NA00,4.72E+12,242,2.5,1,0,2,1,1,0,1650,8,14000,175
ASUS GeForce RTX 2070 Dual A8G,,ASUS,90YV0C85-M0NA00,4.72E+12,268,3,1,1,1,3,0,0,1635,8,14000,175
ASUS GeForce RTX 2070 Dual A8G EVO,,ASUS,90YV0CN2-M0NA00,4.72E+12,267,2.75,1,0,2,2,1,0,1635,8,14000,175
ASUS GeForce RTX 2070 Dual O8G,,ASUS,90YV0C82-M0NA00,4.72E+12,268,3,1,1,1,3,0,0,1620,8,14000,175
ASUS GeForce RTX 2070 Dual O8G Evo V,,ASUS,90YV0E50-M0NA00,4.72E+12,242,2.5,1,0,2,1,1,0,1710,8,14000,175
ASUS GeForce RTX 2070 Mini Dual,,ASUS,90YV0EC0-M0NA00,4.72E+12,197,2,1,0,1,1,1,0,1680,8,14000,175
ASUS GeForce RTX 2070 ROG STRIX A8G,,ASUS,90YV0C91-M0NA00,4.72E+12,300.5,5,1,1,1,3,0,0,1620,8,14000,175
ASUS GeForce RTX 2070 ROG STRIX O8G,,ASUS,90YV0C90-M0NA00,4.72E+12,300.5,5,1,1,2,2,0,0,1845,8,14000,175
ASUS GeForce RTX 2070 Super Dual 8G Evo,,ASUS,90YV0DK3-M0NA00,4.72E+12,267,2.75,1,1,1,1,0,0,1770,8,14000,260
ASUS GeForce RTX 2070 Super Dual A8G Evo,,ASUS,90YV0DK2-M0NA00,4.72E+12,267,2.75,1,1,1,1,0,0,1785,8,14000,260
ASUS GeForce RTX 2070 Super Dual O8G Evo,$507.76 USD,ASUS,90YV0DK0-M0NA00,4.72E+12,267,2.75,1,1,1,1,0,0,1815,8,14000,260
ASUS GeForce RTX 2070 Super ROG Strix 8G Gaming,,ASUS,90YV0DI2-M0NA00,4.72E+12,299.7,2.75,2,0,1,1,0,0,1770,8,14000,260
ASUS GeForce RTX 2070 Super ROG Strix A8G Gaming,$602.05 USD,ASUS,90YV0DI1-M0NA00,4.72E+12,305,2.75,2,0,1,1,0,0,1800,8,14000,260
ASUS GeForce RTX 2070 Super ROG Strix O8G Gaming,,ASUS,90YV0DI0-M0NA00,4.72E+12,305,2.75,2,0,1,1,0,0,1905,8,14000,260
ASUS GeForce RTX 2070 Super Turbo 8G EVO,,ASUS,90YV0DK1-M0NA00,4.72E+12,268,2,1,1,1,3,0,0,1770,8,14000,260
ASUS GeForce RTX 2070 Turbo 8G,,ASUS,90YV0C80-M0NA00,4.72E+12,268,2,1,1,1,2,0,0,1815,8,14000,175
ASUS GeForce RTX 2080 Dual O8G,,ASUS,90YV0C30-M0NM00,4.72E+12,240,2,1,1,1,3,0,0,1759,8,14000,225
ASUS GeForce RTX 2080 ROG STRIX O8G Gaming,,ASUS,90YV0C60-M0NM00,4.72E+12,298,2,1,1,1,3,0,0,1759,8,14000,225
ASUS GeForce RTX 2080 Super Dual 8G Evo,,ASUS,90YV0DJ2-M0NM00,4.72E+12,267,2.75,1,1,1,3,0,0,1815,8,15500,250
ASUS GeForce RTX 2080 Super Dual 8G Evo V,,ASUS,90YV0DP2-M0NM00,4.72E+12,267,2.75,2,0,1,3,0,0,1845,8,15500,250
ASUS GeForce RTX 2080 Super Dual O8G Evo,,ASUS,90YV0DJ0-M0NM00,4.72E+12,267,2.75,1,1,1,3,0,0,1830,8,15500,250
ASUS GeForce RTX 2080 Super Dual O8G Evo V,,ASUS,90YV0DP1-M0NM00,4.72E+12,267,2.75,2,0,1,3,0,0,1845,8,15500,250
ASUS GeForce RTX 2080 Super ROG Strix 8G Gaming,,ASUS,90YV0DH2-M0NM00,4.72E+12,300,2.75,2,0,2,2,0,0,1815,8,15500,250
ASUS GeForce RTX 2080 Super ROG Strix A8G Gaming,,ASUS,90YV0DH1-M0NM00,4.72E+12,300,2.75,2,0,2,2,0,0,1830,8,15500,250
ASUS GeForce RTX 2080 Super ROG Strix O8G Gaming,,ASUS,90YV0DH0-M0NM00,4.72E+12,299.7,2.75,2,0,2,2,0,0,1860,8,15500,250
ASUS GeForce RTX 2080 Super ROG Strix O8G White Edition,,ASUS,90YV0DH3-M0NM00,4.72E+12,305,2.75,2,0,2,2,0,0,1860,8,15500,250
ASUS GeForce RTX 2080 Super Turbo 8G Evo,,ASUS,90YV0DP0-M0NM00,4.72E+12,268,2,2,0,1,3,0,0,1815,8,15500,250
ASUS GeForce RTX 2080 Ti Dual 1,,ASUS,90YV0C43-M0NM00,4.72E+12,268,3,2,0,1,3,0,0,1545,11,14000,285
ASUS GeForce RTX 2080 Ti Dual A1,,ASUS,90YV0C42-M0NM00,4.72E+12,268,3,2,0,1,3,0,0,1575,11,14000,250
ASUS GeForce RTX 2080 Ti Dual O1,,ASUS,90YV0C41-M0NM00,4.72E+12,240,2,2,0,1,3,0,0,1635,11,14000,285
ASUS GeForce RTX 2080 Ti ROG Strix 1,,ASUS,90YV0CC2-M0NM00,4.72E+12,304.7,3,2,0,2,2,0,0,1545,11,14000,250
ASUS GeForce RTX 2080 Ti ROG Strix A1,,ASUS,90YV0CC1-M0NM00,4.72E+12,300,3,2,0,2,2,0,0,1575,11,14000,285
ASUS GeForce RTX 2080 Ti ROG Strix O1,,ASUS,90YV0CC0-M0NM00,4.72E+12,300,3,2,0,2,2,0,0,1665,11,14000,250
ASUS GeForce RTX 2080 Ti ROG Strix O11G White Edition,,ASUS,90YV0DY3-M0NM00,4.72E+12,305,2.75,2,0,2,2,0,0,1740,11,14800,285
ASUS GeForce RTX 2080 Ti Turbo 1,,ASUS,90YV0C40-M0NM00,4.72E+12,269,2,2,0,1,3,0,0,1545,11,14000,285
ASUS GeForce RTX 3060 Ti Dual Mini V2 8G LHR,,ASUS,90YV0FT3-M0NA00,4.71E+12,200,2,1,0,1,3,0,0,1665,8,14000,225
ASUS GeForce RTX 3060 Ti TUF,,ASUS,90YV0IL0-M0NA00,4.71E+12,302,2.7,2,0,2,3,0,0,1785,8,19000,200
ASUS GeForce RTX 3080 ROG Strix,,ASUS,90YV0FAC-M0NM00,4.71E+12,318.5,2.9,3,0,2,3,0,0,1759,12,19000,350
ASUS GeForce RTX 3080 TUF,,ASUS,90YV0FB8-M0NM00,4.71E+12,299.9,2.7,2,0,2,3,0,0,1759,12,19000,350
ASUS GeForce RTX 4060 Ti Dual,,ASUS,90YV0JH0-M0NA00,4.71E+12,227.2,2.5,1,0,1,3,0,0,2595,16,18000,160
ASUS GeForce RTX 4060 Ti Dual A,,ASUS,90YV0JH7-M0NA00,4.71E+12,227.2,2.5,1,0,1,3,0,0,2580,16,18000,160
ASUS GeForce RTX 4060 Ti ProArt,,ASUS,90YV0JH2-M0NA00,4.71E+12,300,2.5,1,0,1,3,0,0,2685,16,18000,160
ASUS GeForce RTX 4060 Ti ProArt A,,ASUS,90YV0JH6-M0NA00,4.71E+12,300,2.5,1,0,1,3,0,0,2580,16,18000,160
ASUS GeForce RTX 4060 Ti Strix,,ASUS,90YV0JI0-M0NA00,4.71E+12,311.4,3.1,1,0,1,3,0,0,2745,16,18000,160
ASUS GeForce RTX 4060 Ti Strix A,,ASUS,90YV0JI2-M0NA00,4.71E+12,311.4,3.1,1,0,1,3,0,0,2580,16,18000,160
Asus GT1030 2G CSM,$93.8 USD,ASUS,GT1030-2G-CSM,8.89E+11,173,1,0,0,1,0,1,0,1506,2,6008,30
ASUS GTX 650 Ti Boost DirectCU II OC,,ASUS,GTX650TIB-DC2OC-2GD5,1.68E+11,259,2,0,1,1,1,1,1,1084,2,6008,134
ASUS GTX 760 DirectCU II OC,,ASUS,GTX760-DC2OC-2GD5,4.72E+12,218,2,1,0,1,1,1,1,1071,2,6008,170
Asus PH GT1030 O2G,$94.29 USD,ASUS,PH-GT1030-O2G,8.89E+11,184,,0,0,1,0,1,0,1531,2,6008,30
Asus PH GTX 1050 2G,$157.37 USD,ASUS,PH-GTX1050-2G,8.89E+11,192,2,0,0,1,1,1,0,1455,2,7008,75
Asus PH GTX 1050TI 4G,$158.76 USD,ASUS,PH-GTX1050TI-4G,4.06E+12,192,2,0,0,1,1,1,0,1392,4,7008,75
Asus PH GTX 1060 3G,$236.86 USD,ASUS,PH-GTX1060-3G,8.89E+11,183,2,0,1,2,2,1,0,1708,3,8008,120
Asus PH GTX 1060 6G,$307.86 USD,ASUS,PH-GTX1060-6G,8.89E+11,72,2,0,0,2,1,1,0,1708,6,8008,120
Asus PH RX 550 4G M7,$138.94 USD,ASUS,PH-RX550-4G-M7,8.89E+11,192,2,0,0,1,1,1,0,1071,4,7000,50
Asus R7250 1GD5 V2,$95.87 USD,ASUS,R7250-1GD5-V2,8.89E+11,168,1,0,0,1,1,1,0,925,1,1125,0
Asus R9 270 DirectCU II,,ASUS,R9270-DC2-2GD5,12303196090,234,2,0,1,1,1,1,1,925,2,5600,150
Asus R9 270X DirectCU II,,ASUS,R9270X-DC2T-2GD5,4.72E+12,271,2,0,2,1,1,1,1,1050,2,5600,180
ASUS Radeon RX 460 Dual O2G,,ASUS,90YV09L2-M0NA00,4.71E+12,204,2,0,0,0,0,0,0,1244,2,14000,75
ASUS Radeon RX 460 STRIX O4G Gaming,,ASUS,90YV09L3-M0NA00,4.71E+12,194,2,0,1,1,1,1,0,1256,4,3500,75
ASUS Radeon RX 480 Dual O4G,,ASUS,90YV09I0-M0NA00,4.71E+12,242,2,1,0,2,2,1,0,1759,4,3500,150
ASUS Radeon RX 550 4G,,ASUS,90YV0AG0-M0NA00,4.71E+12,182,2,0,0,0,0,0,0,1759,4,14000,50
ASUS Radeon RX 5500 XT Dual O8G Evo,,ASUS,90YV0DV1-M0NA00,4.72E+12,280,3,1,0,1,3,0,0,1865,8,14000,130
ASUS Radeon RX 5500 XT ROG Strix,,ASUS,90YV0DU0-M0NA00,4.72E+12,280,3,1,0,1,3,0,0,1865,8,14000,130
ASUS Radeon RX 560 2G,,ASUS,90YV0AH3-M0NA00,4.71E+12,220,2,0,1,0,0,0,0,1176,2,14000,80
ASUS Radeon RX 560 4G EVO,,ASUS,90YV0AH9-M0NA00,4.71E+12,220,2,0,0,0,0,0,0,1759,4,14000,80
ASUS Radeon RX 560 O2G,,ASUS,90YV0AH2-M0NA00,4.71E+12,220,2,0,1,0,0,0,0,1210,2,14000,80
ASUS Radeon RX 560 O4G EVO,,ASUS,90YV0AH8-M0NA00,4.71E+12,220,2,0,0,0,0,0,0,1759,4,14000,80
ASUS Radeon RX 560 STRIX 4G Gaming,,ASUS,90YV0AH1-M0NA00,4.71E+12,194,2,0,1,0,0,0,0,1759,4,14000,80
ASUS Radeon RX 560 STRIX O4G Gaming,,ASUS,90YV0AH0-M0NA00,4.71E+12,194,2,0,1,1,1,1,0,1759,4,3500,80
ASUS Radeon RX 5600 XT ROG Strix,,ASUS,90YV0EB0-M0NA00,4.72E+12,303.7,2.75,1,1,1,3,0,0,1640,6,14000,160
ASUS Radeon RX 5600 XT TUF O6G Evo,,ASUS,90YV0EA0-M0NA00,4.72E+12,282.6,2.75,1,1,1,3,0,0,1640,6,14000,160
ASUS Radeon RX 570 Expedition 4G,,ASUS,90YV0AI1-M0NA00,4.71E+12,240,2,1,0,0,0,0,0,1244,4,14000,120
ASUS Radeon RX 570 Expedition O4G,,ASUS,90YV0AI0-M0NA00,4.71E+12,240,2,1,0,0,0,0,0,1256,4,14000,120
ASUS Radeon RX 570 STRIX 4G Gaming,,ASUS,90YV0AJ1-M0NA00,4.71E+12,240,2,1,0,0,0,0,0,1244,4,14000,120
ASUS Radeon RX 570 STRIX O4G Gaming,,ASUS,90YV0AJ0-M0NA00,4.71E+12,240,2,1,0,0,0,0,0,1300,4,14000,120
ASUS Radeon RX 5700,,ASUS,90YV0D70-U0NA00,4.72E+12,270,2,1,1,1,3,0,0,1725,8,14000,180
ASUS Radeon RX 5700 Dual O8G Evo,,ASUS,90YV0DC1-M0NA00,4.72E+12,271,2.75,1,1,1,3,0,0,1750,8,14000,180
ASUS Radeon RX 5700 ROG Strix,,ASUS,90YV0DD0-M0NA00,4.72E+12,305,2.75,1,1,1,3,0,0,1750,8,14000,180
ASUS Radeon RX 5700 TUF,,ASUS,90YV0DC0-M0NA00,4.72E+12,269,2.5,1,1,1,3,0,0,1750,8,14000,180
ASUS Radeon RX 5700 XT,,ASUS,90YV0D80-U0NA00,4.72E+12,270,2,1,1,1,3,0,0,1905,8,14000,225
ASUS Radeon RX 5700 XT Dual OC Evo,,ASUS,90YV0DA2-M0NA00,4.72E+12,283,2.75,1,1,1,3,0,0,1980,8,14000,225
ASUS Radeon RX 5700 XT ROG Strix,,ASUS,90YV0D90-M0NA00,4.72E+12,305,2.75,2,0,1,3,0,0,2035,8,14000,225
ASUS Radeon RX 5700 XT TUF,$455.53 USD,ASUS,90YV0DA0-M0NA00,4.72E+12,269,2.5,1,1,1,3,0,0,1980,8,14000,225
ASUS Radeon RX 580 Dual O4G,,ASUS,90YV0AQ0-M0NA00,4.71E+12,242,2,1,0,2,2,1,0,1360,4,7000,185
ASUS Radeon RX 580 Dual O8G,,ASUS,90YV0AQ1-M0NA00,4.71E+12,242,2,1,0,2,2,1,0,1360,8,8000,185
ASUS Radeon RX 580 STRIX 8G Gaming,,ASUS,90YV0AK2-M0NA00,4.71E+12,298,2.5,1,0,2,2,1,0,1759,8,8000,185
ASUS Radeon RX 580 STRIX O8G Gaming,$201.65 USD,ASUS,90YV0AK0-M0NA00,4.71E+12,298,2.5,1,0,2,2,1,0,1380,8,8000,185
ASUS Radeon RX 580 STRIX T8G Gaming,,ASUS,90YV0AK1-M0NA00,4.71E+12,298,2.5,1,0,2,2,1,0,1431,8,8000,185
ASUS Radeon RX 590 ROG STRIX 8G Gaming,,ASUS,90YV0CF0-M0NA00,4.72E+12,298,2,1,0,2,2,1,0,1565,8,8000,225
ASUS Radeon RX 6400 Dual,,ASUS,90YV0H90-M0NA00,4.71E+12,201,2,0,0,1,1,0,0,2321,4,14000,53
ASUS Radeon RX 6400 Phoenix,,ASUS,90YV0H91-M0NA00,4.71E+12,196,2,0,0,1,1,0,0,2321,4,14000,53
ASUS Radeon RX 7600 Dual O8G V2,,ASUS,90YV0IH2-M0NA00,4.71E+12,205,2.5,1,0,1,3,0,0,1759,8,18000,165
ASUS Radeon RX 7900 XT TUF,,ASUS,90YV0IV1-M0NA00,4.71E+12,352.9,3.6,3,0,1,3,0,0,1759,20,20000,320
ASUS Radeon RX 7900 XTX TUF,,ASUS,90YV0IG0-M0NA00,4.71E+12,352.9,3.6,3,0,1,3,0,0,1759,24,20000,355
ASUS Radeon RX Vega 56 STRIX O8G Gaming,,ASUS,90YV0B50-M0NA00,4.71E+12,298,2.5,2,0,2,2,1,0,1573,8,14000,250
ASUS Radeon VII,,ASUS,90YV0CY0-U0NA00,4.72E+12,280,2,2,0,1,1,0,0,1750,16,2000,300
ASUS ROG Matrix GTX 780 Ti Platinum,,ASUS,MATRIX-GTX780TI-P-3GD5,4.72E+12,287,2,2,0,1,1,1,1,1072,3,7012,250
Asus ROG POSEIDON GTX 1080TI P11G GAMING,,ASUS,ROG-POSEIDON-GTX1080TI-P11G-GAMING,8.89E+11,298,2.5,2,0,2,2,1,0,1733,11,11100,250
Asus ROG STRIX GTX 1050TI 4G GAMING,$224.42 USD,ASUS,ROG STRIX-GTX1050TI-4G-GAMING,8.89E+11,241,2,0,1,1,1,2,0,1430,4,7008,75
Asus ROG STRIX GTX 1050TI O4G GAMING,$188.59 USD,ASUS,ROG STRIX-GTX1050TI-O4G-GAMING,8.89E+11,241,2,0,1,1,1,2,0,1506,4,7008,75
Asus ROG STRIX GTX 1060 6G GAMING,$331.03 USD,ASUS,ROG STRIX-GTX1060-6G-GAMING,8.89E+11,298,2,1,0,2,2,1,0,1746,6,8008,120
Asus ROG STRIX GTX 1060 O6G GAMING,$288.61 USD,ASUS,ROG STRIX-GTX1060-O6G-GAMING,8.89E+11,298,2,1,0,2,2,1,0,1873,6,8208,120
Asus ROG STRIX GTX 1070 8G GAMING,,ASUS,ROG STRIX-GTX1070-8G-GAMING,7.10E+12,298,2,1,0,2,2,1,0,1721,8,8008,150
Asus ROG STRIX GTX 1070TI 8G GAMING,$529.52 USD,ASUS,ROG-STRIX-GTX1070TI-8G-GAMING,1.90E+11,298,2.5,1,0,2,2,1,0,1721,8,8008,180
Asus ROG STRIX GTX 1080 8G GAMING,$513.97 USD,ASUS,ROG STRIX-GTX1080-8G-GAMING,8.89E+11,298,2,1,1,2,2,1,0,1771,8,10010,180
Asus ROG STRIX GTX 1080 A8G 11GBPS,,ASUS,ROG-STRIX-GTX1080-A8G-11GBPS,8.89E+11,298,2.5,1,1,2,2,1,0,1822,8,11100,180
Asus ROG STRIX GTX 1080 A8G GAMING,,ASUS,ROG STRIX-GTX1080-A8G-GAMING,8.89E+11,298,2,1,1,2,2,1,0,1835,8,10010,180
Asus ROG STRIX GTX 1080TI 11G GAMING,$774.69 USD,ASUS,ROG-STRIX-GTX1080TI-11G-GAMING,8.89E+11,298,2.5,2,0,2,2,1,0,1632,11,11100,250
Asus ROG STRIX GTX 1080TI O11G GAMING,$994.98 USD,ASUS,ROG-STRIX-GTX1080TI-O11G-GAMING,8.89E+11,298,2.5,2,0,2,2,1,0,1708,11,11100,250
Asus ROG STRIX RX 560 O4G EVO GAMING,$151.4 USD,ASUS,ROG-STRIX-RX560-O4G-EVO-GAMING,8.89E+11,194,2,0,0,1,1,1,0,1197,4,6000,90
Asus ROG STRIX RX 580 8G GAMING,$256.28 USD,ASUS,ROG-STRIX-RX580-8G-GAMING,6.50E+11,298,2.5,1,0,2,2,1,0,1360,8,14000,185
Asus RX 550 2G,,ASUS,RX550-2G,8.89E+11,182,2,0,0,1,1,1,0,1183,2,7000,50
